loc1,loc2,loc3,loc4,loc5
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,2.1853104e-37,0.0,0.0,0.0
0.0,2.6123938e-36,0.0,0.0,0.0
0.0,2.553893e-35,0.0,0.0,0.0
0.0,2.308954e-34,0.0,0.0,0.0
0.0,1.958918e-33,0.0,0.0,0.0
0.0,1.5682886e-32,0.0,0.0,0.0
0.0,1.18881e-31,0.0,0.0,0.0
0.0,8.556129e-31,0.0,0.0,0.0
0.0,5.8611928e-30,0.0,0.0,0.0
0.0,3.8300096e-29,0.0,0.0,0.0
0.0,2.3921682e-28,0.0,0.0,0.0
0.0,1.4307299e-27,0.0,0.0,0.0
0.0,8.207789e-27,0.0,0.0,0.0
0.0,4.5234135e-26,0.0,0.0,0.0
0.0,2.3982476e-25,0.0,0.0,0.0
0.0,1.2248372e-24,0.0,0.0,0.0
0.0,6.0331743e-24,0.0,0.0,0.0
0.0,2.8693613e-23,0.0,0.0,0.0
0.0,1.3190178e-22,0.0,0.0,0.0
0.0,5.866314e-22,0.0,0.0,0.0
0.0,2.5265273e-21,0.0,0.0,0.0
0.0,1.0546192e-20,0.0,0.0,0.0
0.0,4.2699784e-20,0.0,0.0,0.0
0.0,1.6781763e-19,0.0,0.0,0.0
0.0,6.406707e-19,0.0,0.0,0.0
0.0,2.3774025e-18,0.0,0.0,0.0
0.0,8.58043e-18,0.0,0.0,0.0
0.0,3.01374e-17,0.0,0.0,0.0
0.0,1.03069504e-16,0.0,0.0,0.0
0.0,3.434044e-16,0.0,0.0,0.0
0.0,1.1151753e-15,0.0,0.0,0.0
0.0,3.5313481e-15,0.0,0.0,0.0
0.0,1.09090025e-14,0.0,0.0,0.0
0.0,3.2889158e-14,0.0,0.0,0.0
0.0,9.680767e-14,0.0,0.0,0.0
0.0,2.7829974e-13,0.0,0.0,0.0
0.0,7.81644e-13,0.0,0.0,0.0
0.0,2.1455422e-12,0.0,0.0,0.0
0.0,5.7574136e-12,0.0,0.0,0.0
0.0,1.5107842e-11,0.0,0.0,0.0
0.0,3.8777235e-11,0.0,0.0,0.0
0.0,9.737739e-11,0.0,0.0,0.0
3.53342e-38,2.393022e-10,0.0,0.0,0.0
2.3918264e-37,5.7561983e-10,0.0,0.0,0.0
1.1409221e-36,1.3555397e-09,0.0,0.0,0.0
4.904554e-36,3.1257663e-09,0.0,0.0,0.0
1.9880551e-35,7.058986e-09,0.0,0.0,0.0
7.768393e-35,1.561483e-08,0.0,0.0,0.0
2.9600665e-34,3.3837853e-08,0.0,0.0,0.0
1.10480875e-33,7.1844624e-08,0.0,0.0,0.0
4.045913e-33,1.4947241e-07,0.0,0.0,0.0
1.4548869e-32,3.047519e-07,0.0,0.0,0.0
5.1397844e-32,6.089584e-07,0.0,0.0,0.0
1.784603e-31,1.1926577e-06,0.0,0.0,0.0
6.092271e-31,2.2895817e-06,0.0,0.0,0.0
2.0455368e-30,4.308516e-06,0.0,0.0,0.0
6.757228e-30,7.947736e-06,0.0,0.0,0.0
2.1968461e-29,1.4371755e-05,0.0,0.0,0.0
7.03123e-29,2.547576e-05,0.0,0.0,0.0
2.2160995e-28,4.4267952e-05,0.0,0.0,0.0
6.880092e-28,7.5402204e-05,0.0,0.0,0.0
2.1045651e-27,0.00012589022,0.0,0.0,0.0
6.344615e-27,0.00020600975,0.0,0.0,0.0
1.8855162e-26,0.00033039946,0.0,0.0,0.0
5.525106e-26,0.00051928824,0.0,0.0,0.0
1.5967458e-25,0.00079974416,0.0,0.0,0.0
4.552097e-25,0.0012067503,0.0,0.0,0.0
1.2804425e-24,0.0017838285,0.0,0.0,0.0
3.5544325e-24,0.0025828562,0.0,0.0,0.0
9.7393e-24,0.003662679,0.0,0.0,0.0
2.6346025e-23,0.0050861547,0.0,0.0,0.0
7.037395e-23,0.006915386,0.0,0.0,0.0
1.8564998e-22,0.00920517,0.0,0.0,0.0
4.8376914e-22,0.0119950585,0.0,0.0,0.0
1.2454122e-21,0.0153009035,0.0,0.0,0.0
3.1680262e-21,0.019107262,0.0,0.0,0.0
7.964007e-21,0.023362337,0.0,0.0,0.0
1.9788181e-20,0.027977297,0.0,0.0,0.0
4.8604163e-20,0.032831397,0.0,0.0,0.0
1.180305e-19,0.037783507,0.0,0.0,0.0
2.834171e-19,0.042689335,1.4881832e-37,0.0,0.0
6.730145e-19,0.04742204,1.08732815e-36,0.0,0.0
1.5806776e-18,0.05189245,6.082232e-36,0.0,0.0
3.67227e-18,0.056064207,3.1714743e-35,0.0,0.0
8.440114e-18,0.05995933,1.5941224e-34,0.0,0.0
1.9192564e-17,0.063651234,7.799497e-34,0.0,0.0
4.3185224e-17,0.06724497,3.7250634e-33,0.0,0.0
9.616122e-17,0.07084812,1.7385201e-32,0.0,0.0
2.1191937e-16,0.07453914,7.9334214e-32,0.0,0.0
4.62263e-16,0.07834176,3.5413977e-31,0.0,0.0
9.981499e-16,0.082213864,1.5470361e-30,0.0,0.0
2.1336807e-15,0.0860557,6.61615e-30,0.0,0.0
4.5157253e-15,0.089736775,2.7710777e-29,0.0,0.0
9.46294e-15,0.09313431,1.1370586e-28,0.0,0.0
1.9636307e-14,0.096171215,4.572496e-28,0.0,0.0
4.035171e-14,0.09884015,1.802601e-27,0.0,0.0
8.212296e-14,0.10120373,6.968755e-27,0.0,0.0
1.6553829e-13,0.10336912,2.6427004e-26,0.0,0.0
3.305164e-13,0.10544448,9.833325e-26,0.0,0.0
6.5369704e-13,0.10749355,3.5911221e-25,0.0,0.0
1.2807844e-12,0.10950626,1.2875077e-24,0.0,0.0
2.4860931e-12,0.11139911,4.5328094e-24,0.0,0.0
4.781072e-12,0.11304691,1.5674247e-23,0.0,0.0
9.110103e-12,0.114334196,5.324845e-23,0.0,0.0
1.7200212e-11,0.11520474,1.777558e-22,0.0,0.0
3.2179405e-11,0.11568636,5.832149e-22,0.0,0.0
5.965903e-11,0.115878135,1.8810887e-21,0.0,0.0
1.0960927e-10,0.11590356,5.965543e-21,0.0,0.0
1.9957651e-10,0.115850374,1.8605085e-20,0.0,0.0
3.601466e-10,0.11572595,5.707315e-20,0.0,0.0
6.441289e-10,0.11545141,1.7223632e-19,0.0,0.0
1.1418382e-09,0.114899814,5.1142463e-19,0.0,0.0
2.0062654e-09,0.113961056,1.4944132e-18,0.0,0.0
3.4941119e-09,0.11260087,4.29791e-18,0.0,0.0
6.032e-09,0.11088202,1.2167577e-17,0.0,0.0
1.0322203e-08,0.10893396,3.3913356e-17,0.0,0.0
1.7509727e-08,0.10688495,9.307103e-17,0.0,0.0
2.9443584e-08,0.10479245,2.5153003e-16,0.0,0.0
4.908101e-08,0.10261112,6.694973e-16,0.0,0.0
8.1106194e-08,0.1002187,1.755258e-15,0.0,0.0
1.3286704e-07,0.097487986,4.533289e-15,0.0,0.0
2.1577797e-07,0.09436488,1.1534823e-14,0.0,0.0
3.4739733e-07,0.090906516,2.8918515e-14,0.0,0.0
5.544689e-07,0.08725445,7.144119e-14,0.0,0.0
8.773235e-07,0.08355583,1.73927e-13,0.0,0.0
1.3761751e-06,0.079878345,4.1731733e-13,0.0,0.0
2.1400172e-06,0.076171234,9.869165e-13,0.0,0.0
3.2990397e-06,0.07229914,2.300595e-12,0.0,0.0
5.0417407e-06,0.068130866,5.2865785e-12,0.0,0.0
7.638196e-06,0.06362918,1.1975974e-11,0.0,0.0
1.147128e-05,0.058883972,2.6746898e-11,0.0,0.0
1.7077962e-05,0.05406466,5.889586e-11,0.0,0.0
2.5203117e-05,0.04931925,1.2786901e-10,0.0,0.0
3.686857e-05,0.04468397,2.7373676e-10,0.0,0.0
5.3460186e-05,0.040063888,5.7783545e-10,0.0,0.0
7.683583e-05,0.035300296,1.2027964e-09,0.0,0.0
0.00010945663,0.030283239,2.4689284e-09,0.0,0.0
0.00015454316,0.02503488,4.9976117e-09,0.0,0.0
0.00021625686,0.019705882,9.9761035e-09,0.0,0.0
0.00029990537,0.014484058,1.9638502e-08,0.0,0.0
0.000412167,0.009475041,3.812474e-08,0.0,0.0
0.00056132686,0.0046365615,7.298879e-08,0.0,0.0
0.0007575129,-0.0001863013,1.3780131e-07,0.0,0.0
0.0010129138,-0.00514658,2.5656237e-07,0.0,0.0
0.0013419564,-0.010279884,4.7104984e-07,0.0,0.0
0.0017614174,-0.015469396,8.528336e-07,0.0,0.0
0.0022904326,-0.020518053,1.5225502e-06,0.0,0.0
0.0029503724,-0.025278725,2.6802309e-06,0.0,0.0
0.0037645434,-0.02975033,4.652073e-06,0.0,0.0
0.0047576865,-0.034070466,7.96108e-06,0.0,0.0
0.0059552393,-0.038408615,1.343144e-05,0.0,0.0
0.007382354,-0.042836417,2.2339273e-05,0.0,0.0
0.009062669,-0.047269084,3.662509e-05,0.0,0.0
0.01101687,-0.051520795,5.9185506e-05,0.0,0.0
0.01326108,-0.05543338,9.426253e-05,0.0,0.0
0.015805181,-0.05898341,0.00014794694,0.0,0.0
0.01865117,-0.06228903,0.00022880657,0.0,0.0
0.021791708,-0.065512866,0.00034863822,0.0,0.0
0.025208998,-0.068735026,0.000523323,0.0,0.0
0.028874224,-0.07189144,0.00077373674,0.0,0.0
0.032747615,-0.07482191,0.00112663,0.0,0.0
0.036779344,-0.07738821,0.0016153497,0.0,0.0
0.04091126,-0.07957054,0.0022802236,0.0,0.0
0.045079514,-0.08147016,0.0031683939,0.0,0.0
0.04921792,-0.083220854,0.004332855,0.0,0.0
0.053261895,-0.08488195,0.0058304584,0.0,0.0
0.057152655,-0.086396486,0.007718703,0.0,0.0
0.060841277,-0.08764275,0.010051227,0.0,0.0
0.06429222,-0.088531986,0.012872119,0.0,0.0
0.067485824,-0.08907163,0.01620937,0.0,0.0
0.07041942,-0.08934644,0.020068074,0.0,0.0
0.0731069,-0.08943988,0.024424303,0.0,0.0
0.07557642,-0.08936587,0.029220702,0.0,0.0
0.0778666,-0.08906691,0.034365013,0.0,0.0
0.080021314,-0.08847402,0.03973256,0.0,0.0
0.08208374,-0.08757079,0.04517336,0.0,0.0
0.084090404,-0.08640384,0.05052383,0.0,0.0
0.086066015,-0.0850339,0.0556223,0.0,0.0
0.08801985,-0.08347645,0.06032645,0.0,0.0
0.089944266,-0.081689514,0.06453013,0.0,0.0
0.09181577,-0.079620704,0.06817631,0.0,0.0
0.09359865,-0.07726805,0.07126331,0.0,0.0
0.09525082,-0.0746942,0.07384194,0.0,0.0
0.09673111,-0.071976334,0.07600284,0.0,0.0
0.09800698,-0.069135845,0.07785559,0.0,0.0
0.099061415,-0.066115335,0.07950275,0.0,0.0
0.09989785,-0.062830225,0.08101441,0.0,0.0
0.10054225,-0.05925305,0.08240896,0.0,0.0
0.10104188,-0.05545386,0.08364537,0.0,0.0
0.101460785,-0.051554825,0.08463011,0.0,0.0
0.101872504,-0.047633443,0.08523806,0.0,0.0
0.10235123,-0.043658715,0.085343346,0.0,0.0
0.10296276,-0.039520107,0.08485224,0.0,0.0
0.103756696,-0.03512873,0.08372924,0.0,0.0
0.10476132,-0.030504309,0.082008176,0.0,0.0
0.10598188,-0.025770709,0.079784125,0.0,0.0
0.10740243,-0.02106151,0.07718709,0.0,0.0
0.108990654,-0.016416572,0.0743447,0.0,0.0
0.1107044,-0.011759525,0.071345046,0.0,0.0
0.11249846,-0.0069752354,0.0682119,0.0,0.0
0.114329904,-0.002018526,0.06490131,0.0,0.0
0.116160646,0.0030409284,0.061321948,0.0,0.0
0.11795679,0.0080741625,0.057373326,0.0,0.0
0.1196848,0.012995929,0.05298906,0.0,0.0
0.121305615,0.017822498,0.048169576,0.0,0.0
0.12276848,0.022636417,0.04299146,0.0,0.0
0.124006435,0.027496433,0.037588663,0.0,0.0
0.12493551,0.032377876,0.03211139,0.0,0.0
0.12545833,0.03719514,0.026677858,0.0,0.0
0.1254726,0.041878175,0.021337926,0.0,0.0
0.124883145,0.046425954,0.016063973,0.0,0.0
0.12361538,0.05088697,0.010773971,0.0,0.0
0.1216276,0.055291243,0.0053783534,0.0,0.0
0.11891923,0.05960569,-0.00016850256,0.0,0.0
0.11553272,0.06375894,-0.005834549,0.0,0.0
0.111548334,0.06770939,-0.0115098655,0.0,0.0
0.10707221,0.07148449,-0.017041564,0.0,0.0
0.10221986,0.075147286,-0.02228944,0.0,0.0
0.0970981,0.07872065,-0.027177544,0.0,0.0
0.091788955,0.08214632,-0.031717405,0.0,0.0
0.086338684,0.08532489,-0.035990786,0.0,0.0
0.0807541,0.088203125,-0.040098753,0.0,0.0
0.07500671,0.090823956,-0.044100553,0.0,0.0
0.06904355,0.093286425,-0.04797214,0.0,0.0
0.062802196,0.09564862,-0.05160595,0.0,0.0
0.056226432,0.097864635,-0.054853648,0.0,0.0
0.04927939,0.09981769,-0.057591774,0.0,0.0
0.041951843,0.10142084,-0.059777375,0.0,0.0
0.034264408,0.10269173,-0.061464187,0.0,0.0
0.026264202,0.10373146,-0.06276931,0.0,0.0
0.018017348,0.10462782,-0.06380634,0.0,0.0
0.009599781,0.10537457,-0.064619645,0.0,0.0
0.0010886816,0.10588115,-0.06515568,0.0,0.0
-0.007443753,0.10605953,-0.065288454,0.0,0.0
-0.015933601,0.10590266,-0.06488722,0.0,0.0
-0.024326025,0.10548135,-0.06389001,0.0,0.0
-0.032574795,0.10486883,-0.062341895,0.0,0.0
-0.040641725,0.10407159,-0.06037471,0.0,0.0
-0.048496824,0.103033856,-0.05813767,0.0,0.0
-0.056119107,0.101705,-0.055717114,0.0,0.0
-0.06349735,0.10009599,-0.05309182,0.0,0.0
-0.0706295,0.09826608,-0.05015146,0.0,0.0
-0.07751967,0.09625679,-0.046769656,0.0,0.0
-0.084172204,0.09404652,-0.04288997,0.0,0.0
-0.090583645,0.091576986,-0.038573537,0.0,0.0
-0.09673451,0.08882494,-0.033977926,0.0,0.0
-0.102583624,0.08584168,-0.029277526,0.0,0.0
-0.108067356,0.08271377,-0.02457206,0.0,0.0
-0.11310537,0.07948119,-0.019839294,0.0,0.0
-0.117612295,0.076097235,-0.01496288,0.0,0.0
-0.121513,0.07247602,-0.009820538,0.0,0.0
-0.12475743,0.068584524,-0.0043791775,0.0,8.42189e-38
-0.12733074,0.06448755,0.0012631577,0.0,4.69233e-37
-0.1292552,0.060298193,0.0069172564,0.0,1.8359535e-36
-0.1305825,0.056080032,0.012402039,0.0,6.401759e-36
-0.13137776,0.05179663,0.017641444,0.0,2.1205892e-35
-0.13169934,0.04735786,0.02269619,0.0,6.84556e-35
-0.13158017,0.04271664,0.027707638,0.0,2.1751127e-34
-0.13101609,0.037920844,0.032787576,0.0,6.8283167e-34
-0.12996519,0.033071943,0.03792472,0.0,2.1208897e-33
-0.12835881,0.028235614,0.04297032,0.0,6.521224e-33
-0.1261216,0.023394926,0.047715023,0.0,1.985381e-32
-0.12319472,0.018489135,0.0520088,0.0,5.985655e-32
-0.119555496,0.013492223,0.05584499,0.0,1.787169e-31
-0.115227506,0.008447655,0.059351142,0.0,5.2848566e-31
-0.11027767,0.0034266023,0.06269025,0.0,1.5478896e-30
-0.104801215,-0.001540415,0.06593692,0.0,4.4906626e-30
-0.09889879,-0.006482061,0.06901212,0.0,1.29053e-29
-0.09265271,-0.011435365,0.0717225,0.0,3.6739738e-29
-0.08610962,-0.01638354,0.07388004,0.0,1.0361834e-28
-0.07927484,-0.021253936,0.07542162,0.0,2.8952876e-28
-0.07211997,-0.025981823,0.076446265,0.0,8.0153516e-28
-0.06460135,-0.030571545,0.07714279,0.0,2.1986193e-27
-0.056683265,-0.03508547,0.07765605,0.0,5.9757747e-27
-0.048358694,-0.03956695,0.07798402,0.0,1.6094396e-26
-0.039660975,-0.04397618,0.07797795,0.0,4.2954684e-26
-0.030662972,-0.04820857,0.077446945,0.0,1.1361102e-25
-0.021464245,-0.052180793,0.07629491,0.0,2.9779844e-25
-0.012170646,-0.055897936,0.074593626,0.0,7.7363135e-25
-0.0028730815,-0.059432223,0.072540216,0.0,1.9919221e-24
0.0063678604,-0.062833846,0.07032841,0.0,5.0833944e-24
0.015526838,-0.06606391,0.06802486,0.0,1.2858625e-23
0.02460725,-0.06901606,0.065538585,0.0,3.224111e-23
0.033626035,-0.071601965,0.06270498,0.0,8.013374e-23
0.04259518,-0.073811844,0.0594237,0.0,1.9743553e-22
0.051506136,-0.07569089,0.055751104,0.0,4.822295e-22
0.060321994,-0.07726182,0.05188111,0.0,1.1676548e-21
0.06897954,-0.078477934,0.04802966,0.0,2.802984e-21
0.077399775,-0.079253845,0.044307694,2.5254803e-38,6.6709063e-21
0.0855029,-0.07953562,0.04067439,1.4284278e-37,1.574053e-20
0.09322271,-0.079331465,0.037002336,5.0859735e-37,3.6824423e-20
0.1005158,-0.078671254,0.033203468,1.5449206e-36,8.541732e-20
0.10736333,-0.07754432,0.02932125,4.302472e-36,1.9645366e-19
0.113765426,-0.07588958,0.025522202,1.14111975e-35,4.480113e-19
0.11973096,-0.07365319,0.021996243,2.9418348e-35,1.0130766e-18
0.12526631,-0.07085116,0.018842664,7.4539027e-35,2.271588e-18
0.13036695,-0.06756572,0.016026117,1.8670177e-34,5.0507967e-18
0.135014,-0.06387537,0.013430983,4.636136e-34,1.1136318e-17
0.13917628,-0.059793435,0.010967234,1.1428238e-33,2.4349099e-17
0.14281638,-0.05528418,0.008644661,2.7981297e-33,5.2794816e-17
0.1458983,-0.050343946,0.006561338,6.8066104e-33,1.1352037e-16
0.14839436,-0.04506296,0.004821387,1.6452054e-32,2.4206788e-16
0.15028945,-0.039601006,0.003450949,3.9515286e-32,5.1190277e-16
0.15158209,-0.034099363,0.0023782193,9.4316283e-32,1.0735702e-15
0.15228271,-0.02861768,0.0014886307,2.237187e-31,2.2329104e-15
0.1524099,-0.023157164,0.0007059903,5.2738516e-31,4.6059013e-15
0.15198591,-0.01774002,3.343155e-05,1.2356025e-30,9.422467e-15
0.15103239,-0.012457416,-0.00047403463,2.8771977e-30,1.9117235e-14
0.14956674,-0.007435102,-0.0007747613,6.6590946e-30,3.8467954e-14
0.14760013,-0.0027552051,-0.00088328344,1.5318958e-29,7.6769605e-14
0.14513716,0.0015825185,-0.0008538859,3.502884e-29,1.5194898e-13
0.14217778,0.005623313,-0.0007224569,7.9619316e-29,2.9828136e-13
0.13872123,0.009391433,-0.00046131213,1.7989558e-28,5.8073153e-13
0.13477147,0.012871167,1.079627e-05,4.0405924e-28,1.1213627e-12
0.13034254,0.016053101,0.0007718314,9.022044e-28,2.1475241e-12
0.1254622,0.018986935,0.0018443806,2.0026852e-27,4.0789707e-12
0.12017198,0.021773165,0.0031965405,4.4195774e-27,7.6839125e-12
0.114523195,0.02449535,0.0047958903,9.696637e-27,1.4355937e-11
0.10856944,0.027164169,0.0066663376,2.115172e-26,2.6600847e-11
0.102357924,0.029734679,0.008891217,4.587394e-26,4.8884487e-11
0.09592241,0.032177966,0.011551905,9.8922165e-26,8.909522e-11
0.08928092,0.034526523,0.014650636,2.120994e-25,1.6104265e-10
0.08243948,0.036839582,0.018085904,4.5218335e-25,2.8868577e-10
0.07540114,0.039122786,0.021708146,9.585827e-25,5.132179e-10
0.06817723,0.041289587,0.025414644,2.0206676e-24,9.0482255e-10
0.060796596,0.043210175,0.029205287,4.235657e-24,1.5819862e-09
0.053308804,0.044801727,0.033150077,8.829115e-24,2.7429081e-09
0.045779474,0.046070725,0.037293427,1.8301805e-23,4.7160675e-09
0.038278818,0.047070634,0.041576654,3.7727724e-23,8.040791e-09
0.030867461,0.047828063,0.04584855,7.734397e-23,1.3594292e-08
0.02358492,0.048320048,0.049961083,1.5768871e-22,2.2789852e-08
0.016445598,0.04852387,0.053873565,3.197363e-22,3.7882675e-08
0.009444368,0.048478976,0.057677712,6.447764e-22,6.2436705e-08
0.0025700429,0.048288494,0.061519515,1.293185e-21,1.0202921e-07
-0.004178468,0.048057146,0.06547931,2.579614e-21,1.6530197e-07
-0.010779869,0.04783329,0.06950663,5.117989e-21,2.655114e-07
-0.01718739,0.047615513,0.07346061,1.0099559e-20,4.2278668e-07
-0.023336625,0.0474085,0.07721824,1.9823091e-20,6.673788e-07
-0.029161561,0.047256187,0.08075742,3.870024e-20,1.0442758e-06
-0.034612607,0.04720802,0.08414576,7.5151284e-20,1.6196715e-06
-0.03966919,0.04725475,0.0874487,1.4515988e-19,2.4899077e-06
-0.044341635,0.047311336,0.09063888,2.7890157e-19,3.7936588e-06
-0.048661064,0.047276355,0.093585484,5.330354e-19,5.7282805e-06
-0.05266118,0.047112666,0.09613108,1.0133702e-18,8.571399e-06
-0.05635929,0.046867423,0.09818857,1.9164313e-18,1.2708935e-05
-0.059744634,0.04661325,0.09977708,3.605266e-18,1.867081e-05
-0.06277911,0.04637666,0.10097308,6.7469264e-18,2.7175527e-05
-0.06541053,0.046131678,0.10182725,1.2560438e-17,3.918462e-05
-0.06759288,0.04586289,0.102323055,2.3261565e-17,5.596745e-05
-0.06930527,0.045624383,0.10240824,4.285617e-17,7.917616e-05
-0.07056145,0.045525588,0.10206053,7.8547615e-17,0.00011092932
-0.07140575,0.045655668,0.1013185,1.4321959e-16,0.00015390126
-0.071896836,0.046024527,0.10024562,2.5979207e-16,0.0002114119
-0.072085984,0.046578012,0.09886238,4.6882167e-16,0.00028750952
-0.07199901,0.04726249,0.09711449,8.4168907e-16,0.0003870356
-0.071629636,0.04806359,0.094910964,1.5033552e-15,0.00051565794
-0.070947275,0.048980568,0.09219839,2.671412e-15,0.0006798551
-0.06991617,0.049976703,0.0890009,4.7227266e-15,0.0008868333
-0.06851749,0.05097521,0.085386775,8.306546e-15,0.0011443546
-0.06676487,0.051915396,0.081393525,1.4535389e-14,0.0014604565
-0.06470641,0.052809574,0.07698621,2.5305438e-14,0.0018430477
-0.06241233,0.053734317,0.0720948,4.383131e-14,0.002299368
-0.059953537,0.054760568,0.066700995,7.553366e-14,0.0028353166
-0.05738029,0.05589565,0.060892873,1.2950426e-13,0.003454663
-0.05471012,0.05709762,0.05482943,2.2091065e-13,0.004158177
-0.051930163,0.058341257,0.048637725,3.7492088e-13,0.0049427324
-0.04901279,0.059656512,0.042329777,6.330735e-13,0.00580047
-0.04593784,0.06109158,0.035813272,1.0635574e-12,0.0067181126
-0.04271169,0.06263883,0.028988581,1.7777095e-12,0.0076765567
-0.03937472,0.06420639,0.021847783,2.9563374e-12,0.008650855
-0.03599374,0.0656703,0.014489918,4.8914857e-12,0.009610707
-0.032642566,0.06695542,0.007042736,8.052317e-12,0.010521544
-0.029379291,0.06806458,-0.00043461355,1.31884495e-11,0.011346251
-0.026230335,0.06903452,-0.00797814,2.1491106e-11,0.012047493
-0.023188412,0.06987643,-0.015652083,3.484295e-11,0.012590548
-0.020225193,0.070568554,-0.023452356,5.6203184e-11,0.012946437
-0.017312838,0.07110114,-0.0312703,9.019764e-11,0.013095075
-0.014444504,0.07151003,-0.03894927,1.4401769e-10,0.013028086
-0.011644591,0.07184902,-0.046381,2.2878135e-10,0.0127508715
-0.008964213,0.07212593,-0.053554907,3.6158218e-10,0.012283552
-0.006464245,0.072274774,-0.06052144,5.685546e-10,0.011660466
